rank,title,score,url,details_score,ranked,popularity,members,favorites,genres
4437,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",6.97,https://myanimelist.net/anime/20449/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui__Motenaishi_Nazomeite_Miru,6.97,#4438,#2284,"92,620",108,"Comedy, Otaku Culture, School"
4438,Jinzou Ningen Kikaider The Animation,6.97,https://myanimelist.net/anime/598/Jinzou_Ningen_Kikaider_The_Animation,6.97,#4439,#6442,"10,754",74,"Action, Drama, Sci-Fi, Mecha, Shounen"
4439,Kaitou Joker,6.97,https://myanimelist.net/anime/24909/Kaitou_Joker,6.97,#4440,#5597,"15,222",127,"Adventure, Comedy, Mystery, Kids"
4440,Kami-tachi ni Hirowareta Otoko,6.97,https://myanimelist.net/anime/41312/Kami-tachi_ni_Hirowareta_Otoko,6.97,#4441,#1108,"230,073","1,083","Fantasy, Slice of Life, Isekai, Iyashikei, Reincarnation"
4441,Kidou Senshi Gundam SEED: Hoshi no Hazama de,6.97,https://myanimelist.net/anime/2298/Kidou_Senshi_Gundam_SEED__Hoshi_no_Hazama_de,6.97,#4442,#5400,"16,842",7,"Action, Drama, Sci-Fi, Mecha"
4442,Kimi no Koe wo Todoketai,6.97,https://myanimelist.net/anime/33218/Kimi_no_Koe_wo_Todoketai,6.97,#4443,#3680,"40,322",59,Drama
4443,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,6.97,https://myanimelist.net/anime/9154/Kindaichi_Shounen_no_Jikenbo_Movie_2__Satsuriku_no_Deep_Blue,6.97,#4444,#11063,"2,437",4,"Mystery, Shounen"
4444,Kishin Douji Zenki,6.97,https://myanimelist.net/anime/1573/Kishin_Douji_Zenki,6.97,#4445,#5635,"15,075",35,"Action, Comedy, Drama, Fantasy, Horror, Mythology, Shounen"
4445,Koi to Senkyo to Chocolate,6.97,https://myanimelist.net/anime/12175/Koi_to_Senkyo_to_Chocolate,6.97,#4446,#1001,"255,205",480,"Drama, Romance, Harem, School"
4446,Kyoushoku Soukou Guyver II,6.97,https://myanimelist.net/anime/1336/Kyoushoku_Soukou_Guyver_II,6.97,#4447,#6848,"9,284",41,"Action, Horror, Sci-Fi, Gore, Super Power, Shounen"
4447,Lupin III: Nusumareta Lupin,6.97,https://myanimelist.net/anime/1429/Lupin_III__Nusumareta_Lupin,6.97,#4448,#7689,"6,950",1,"Action, Adventure, Comedy, Mystery, Adult Cast, Seinen"
4448,Makiba no Shoujo Katri,6.97,https://myanimelist.net/anime/3162/Makiba_no_Shoujo_Katri,6.97,#4449,#8960,"4,746",19,"Adventure, Drama, Slice of Life, Historical"
4449,Nana Recaps,6.97,https://myanimelist.net/anime/1869/Nana_Recaps,6.97,#4450,#5179,"18,737",19,"Comedy, Drama, Romance, Adult Cast, Music, Shoujo"
